シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-14,5216,倉元製作所,スタンダード,153.0,-0.65,0.66,-1.29,-2.97,0.28,,,,,,,,,,,,12,S,20.0,25.56,-0.16,47.79,157.68,146.76,160.9,-0.80σ,0.15,はらみ足,強,売り,,,,163.82,131.36,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、200日線方向一致、MA75傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/5216.T
2026-08-14,1951,エクシオグループ,プライム,2630.0,0.32,1.9,-0.4,0.09,0.59,,,,,,,,,,,,12,S,33.33,34.52,-4.89,48.17,2627.58,2752.87,2658.76,+0.28σ,0.41,はらみ足,強,売り,,,,2775.0,2340.0,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、200日線方向一致、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/1951.T
2026-08-14,9003,相鉄ホールディングス,プライム,2518.0,-0.92,1.59,3.41,-1.64,0.58,,,,,,,,,,,,12,S,79.4,30.53,-3.78,48.25,2559.94,2535.4,2708.54,-0.47σ,0.6,陽線→陰線,通常,売り,,,,2610.98,2332.03,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/9003.T
2026-08-14,9303,住友倉庫,プライム,4080.0,-1.21,-0.49,3.29,1.66,0.75,,,,,,,,,,,,12,S,53.12,49.4,-6.9,55.74,4013.4,3898.53,3767.68,+0.51σ,0.49,なし,通常,売り,,,,4230.0,3780.0,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、BB±1σ反転,,https://finance.yahoo.co.jp/quote/9303.T
2026-08-14,7780,メニコン,プライム,1970.0,-0.2,-2.62,8.54,11.04,0.72,,,,,,,,,,,,12,S,67.42,70.7,-5.55,65.35,1774.08,1679.23,1624.54,+1.34σ,0.6,なし,通常,売り,,,,2086.0,1738.0,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、BB±1σ反転,,https://finance.yahoo.co.jp/quote/7780.T
2026-08-14,8133,伊藤忠エネクス,プライム,2140.0,-0.09,-0.6,2.39,2.83,0.61,,,,,,,,,,,,12,S,78.1,53.18,-1.46,59.88,2081.2,2017.96,1965.82,+1.19σ,0.39,はらみ足,通常,売り,,,,2208.57,2002.87,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、BB±1σ反転,,https://finance.yahoo.co.jp/quote/8133.T
2026-08-14,8267,イオン,プライム,1378.5,-1.25,-0.79,2.26,-0.06,0.63,,,,,,,,,,,,12,S,64.71,48.66,-1.98,49.68,1379.26,1405.26,1924.72,+0.10σ,0.81,陽線→陰線 / 前日高値超え反転,通常,売り,,,,1442.79,1249.91,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8267.T
2026-08-14,7818,トランザクション,プライム,1202.0,2.04,3.62,1.69,-4.08,0.97,,,,,,,,,,,,12,S,79.69,37.23,4.2,42.73,1253.12,1267.21,1192.18,-0.40σ,0.94,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,通常,買い,,,,1146.55,1312.9,2.0,直近2～5日まで下落、RSI40以下から反転上昇、%K反転、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7818.T
2026-08-14,3289,東急不動産ホールディングス,プライム,1318.5,-0.6,1.35,2.17,-0.61,0.48,,,,,,,,,,,,12,S,82.69,35.43,-1.3,49.39,1326.64,1316.2,1374.94,-0.37σ,0.49,陽線→陰線,通常,売り,,,,1357.22,1241.07,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/3289.T
2026-08-14,3167,ＴＯＫＡＩホールディングス,プライム,1234.0,-0.4,-0.16,10.77,5.82,0.57,,,,,,,,,,,,12,S,89.04,54.59,-0.26,64.47,1166.16,1138.95,1126.68,+1.55σ,0.47,前日高値超え反転,通常,売り,,,,1273.7,1154.61,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、BB±1σ反転,,https://finance.yahoo.co.jp/quote/3167.T
2026-08-14,7760,ＩＭＶ,スタンダード,2115.0,2.22,10.39,-3.91,-8.79,0.3,,,,,,,,,,,,12,S,28.6,43.65,0.8,44.01,2318.84,2560.36,2669.98,-0.76σ,0.77,2～5日下落後の陽線,通常,買い,,,,1866.25,2612.51,2.0,直近2～5日まで下落、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7760.T
2026-08-14,4927,ポーラ・オルビスホールディングス,プライム,1413.0,-0.25,-1.09,5.8,4.83,0.58,,,,,,,,,,,,12,S,85.99,56.45,-0.42,63.62,1347.88,1299.76,1321.36,+1.31σ,0.37,なし,通常,売り,,,,1461.04,1316.93,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、BB±1σ反転,,https://finance.yahoo.co.jp/quote/4927.T
2026-08-14,5233,太平洋セメント,プライム,4201.0,-1.27,0.72,-3.05,2.53,0.8,,,,,,,,,,,,12,S,52.14,47.0,-0.58,53.5,4097.48,4082.4,4009.93,+0.58σ,0.45,弱気包み足,通常,売り,,,,4396.44,3810.13,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、BB±1σ反転、包み足,,https://finance.yahoo.co.jp/quote/5233.T
2026-08-14,6305,日立建機,プライム,5538.0,-0.75,-0.75,-1.76,2.42,0.59,,,,,,,,,,,,12,S,47.58,53.72,-1.38,53.43,5407.36,5340.91,5304.86,+0.51σ,0.95,弱気包み足 / はらみ足,強,売り,,,,5810.99,4992.01,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、RSIゾーン反転、包み足,,https://finance.yahoo.co.jp/quote/6305.T
2026-08-14,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース,208.0,-2.35,-1.89,-6.73,2.97,0.39,,,,,,,,,,,,12,S,22.0,33.72,-8.08,54.08,202.0,157.44,201.48,+0.19σ,0.14,弱気包み足,強,売り,,,,242.74,138.51,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、RSIゾーン反転、包み足,,https://finance.yahoo.co.jp/quote/5240.T
2026-08-14,6807,日本航空電子工業,プライム,2328.0,-0.3,-0.43,-0.17,-2.68,0.45,,,,,,,,,,,,12,S,41.24,27.2,-3.67,44.26,2392.12,2405.05,2458.36,-1.03σ,0.42,陽線→陰線 / 長い上ヒゲ / 前日高値超え反転,通常,売り,,,,2425.35,2133.31,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA75傾き一致、ローソク色反転、長いヒゲ,,https://finance.yahoo.co.jp/quote/6807.T
2026-08-14,9962,ミスミグループ本社,プライム,3795.0,1.5,2.65,-0.29,1.04,0.54,,,,,,,,,,,,11,A,42.62,49.11,2.52,51.41,3755.88,3674.76,3034.88,+0.51σ,0.59,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,3552.6,4279.81,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/9962.T
2026-08-14,9880,イノテック,プライム,3715.0,1.64,0.54,-0.4,7.53,0.54,,,,,,,,,,,,11,A,80.58,81.77,14.28,55.35,3454.8,3766.72,2839.06,+1.28σ,0.68,強気包み足 / 2～5日下落後の陽線,通常,買い,,,,3300.0,4545.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/9880.T
2026-08-14,7947,エフピコ,プライム,2712.0,0.89,-0.15,0.63,4.41,0.62,,,,,,,,,,,,11,A,83.69,71.01,1.66,62.07,2597.48,2498.93,2550.9,+1.39σ,0.41,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,強,買い,,,,2624.67,2886.67,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7947.T
2026-08-14,1377,サカタのタネ,プライム,4375.0,-0.57,-0.46,0.46,-0.1,0.73,,,,,,,,,,,,11,A,66.67,38.59,-2.23,52.75,4379.2,4231.4,4196.92,-0.14σ,0.53,陽線→陰線 / 弱気包み足 / 前日高値超え反転,通常,売り,,,,4497.61,4129.78,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、包み足、ローソク色反転,,https://finance.yahoo.co.jp/quote/1377.T
2026-08-14,5121,藤倉コンポジット,プライム,2758.0,0.8,0.11,-0.61,6.83,0.82,,,,,,,,,,,,11,A,80.38,84.56,12.42,64.25,2581.68,2545.31,2350.68,+1.37σ,0.61,強気包み足 / 2～5日下落後の陽線,通常,買い,,,,2549.0,3176.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/5121.T
2026-08-14,5423,東京製鐵,プライム,1720.0,-0.81,-0.75,-1.83,-1.02,0.58,,,,,,,,,,,,11,A,34.83,48.21,-9.24,47.25,1737.76,1725.84,1609.74,-0.59σ,0.59,前日高値超え反転,強,売り,,,,1784.44,1591.13,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、MA25傾き一致、MA75傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/5423.T
2026-08-14,4887,サワイグループホールディングス,プライム,1627.0,-0.76,1.91,0.18,-1.83,0.47,,,,,,,,,,,,11,A,43.84,28.4,-8.27,44.23,1657.38,1752.97,2028.03,-0.76σ,0.95,陽線→陰線 / はらみ足,通常,売り,,,,1725.0,1431.0,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、ローソク色反転,,https://finance.yahoo.co.jp/quote/4887.T
2026-08-14,8914,エリアリンク,スタンダード,927.0,-2.32,1.76,0.0,0.58,0.72,,,,,,,,,,,,11,A,66.67,36.42,-5.87,51.54,921.64,919.67,1035.52,-0.22σ,0.77,陽線→陰線 / はらみ足,通常,売り,,,,981.22,818.56,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8914.T
2026-08-14,6433,ヒーハイスト,スタンダード,1006.0,4.03,4.79,-2.9,3.34,0.72,,,,,,,,,,,,11,A,53.3,57.41,10.78,51.42,973.52,1186.24,1151.2,+0.66σ,0.59,強気包み足 / 2～5日下落後の陽線,通常,買い,,,,888.89,1240.22,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6433.T
2026-08-14,6526,ソシオネクスト,プライム,2118.0,6.35,7.62,5.32,-6.3,0.58,,,,,,,,,,,,11,A,87.89,42.34,12.88,45.0,2260.46,2421.63,2258.02,-0.19σ,0.84,2～5日下落後の陽線,強,買い,,,,1896.2,2561.61,2.0,直近2～5日まで下落、RSI40以下から反転上昇、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6526.T
2026-08-14,6629,テクノホライゾン,スタンダード,1006.0,1.41,1.51,-0.49,2.25,0.79,,,,,,,,,,,,11,A,53.62,58.73,13.17,52.76,983.88,1059.73,960.24,+0.64σ,0.67,強気包み足 / 2～5日下落後の陽線,通常,買い,,,,937.52,1142.95,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6629.T
2026-08-14,6368,オルガノ,プライム,14850.0,2.59,3.16,-1.13,0.24,0.57,,,,,,,,,,,,11,A,53.39,59.5,6.19,49.61,14814.4,15867.0,15000.2,+0.27σ,0.59,2～5日下落後の陽線,通常,買い,,,,13583.38,17383.25,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6368.T
2026-08-14,3288,オープンハウスグループ,プライム,8225.0,-0.04,2.03,-2.43,-2.96,0.7,,,,,,,,,,,,11,A,42.26,30.15,-11.43,43.19,8476.28,8605.23,9109.04,-1.23σ,0.65,陽線→陰線 / 前日高値超え反転,通常,売り,,,,8587.0,7501.0,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、ローソク色反転,,https://finance.yahoo.co.jp/quote/3288.T
2026-08-14,3105,日清紡ホールディングス,プライム,2474.0,2.23,0.18,-0.82,8.55,0.72,,,,,,,,,,,,11,A,61.68,64.71,11.99,59.82,2279.1,2277.99,1758.77,+1.52σ,0.63,強気包み足 / 2～5日下落後の陽線,通常,買い,,,,2281.34,2859.32,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/3105.T
2026-08-14,3544,サツドラホールディングス,スタンダード,1250.0,0.16,-0.08,0.08,0.32,0.45,,,,,,,,,,,,11,A,66.67,33.49,4.94,68.07,1246.04,1041.57,914.33,+0.08σ,0.09,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,通常,買い,,,,1236.75,1276.49,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/3544.T
2026-08-14,4661,オリエンタルランド,プライム,2980.5,-0.68,-1.21,0.9,4.89,0.52,,,,,,,,,,,,11,A,67.77,55.49,-7.78,59.06,2841.6,2476.03,2724.7,+0.60σ,0.43,陽線→陰線 / 前日高値超え反転,通常,売り,,,,3129.61,2682.27,2.0,%D方向一致、%K押し・戻りから反転、RSI強反転、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/4661.T
2026-08-14,2175,エス・エム・エス,プライム,2350.0,2.4,2.44,2.09,-0.11,1.11,,,,,,,,,,,,11,A,92.81,65.18,19.79,56.1,2352.6,2109.28,1755.32,+0.19σ,0.43,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,通常,買い,,,,2226.82,2596.37,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/2175.T
2026-08-14,1968,太平電業,プライム,2383.0,-0.04,0.34,-1.65,-2.38,0.54,,,,,,,,,,,,11,A,19.47,39.2,-6.97,40.19,2441.12,2616.2,2538.59,-1.16σ,0.9,陽線→陰線 / 前日高値超え反転,通常,売り,,,,2504.4,2140.2,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、ローソク色反転,,https://finance.yahoo.co.jp/quote/1968.T
2026-08-14,8848,レオパレス２１,プライム,620.0,-0.64,-1.43,-7.19,-6.34,0.52,,,,,,,,,,,,11,A,20.55,29.24,-17.66,37.25,662.0,644.13,661.08,-1.88σ,0.6,陽線→陰線 / 前日高値超え反転,通常,売り,,,,678.0,504.0,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、ローソク色反転,,https://finance.yahoo.co.jp/quote/8848.T
2026-08-14,9532,大阪瓦斯,プライム,5411.0,-1.21,-0.13,0.37,-0.48,0.56,,,,,,,,,,,,11,A,48.99,44.81,-1.44,47.39,5437.24,5515.0,5648.66,-0.55σ,0.51,なし,通常,売り,,,,5595.39,5042.22,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/9532.T
2026-08-14,6369,トーヨーカネツ,プライム,2493.0,0.97,2.93,-0.68,2.07,0.79,,,,,,,,,,,,11,A,79.48,72.51,4.68,55.97,2442.44,2427.69,2541.56,+1.38σ,0.63,強気包み足 / 2～5日下落後の陽線,強,買い,,,,2311.0,2857.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6369.T
2026-08-14,6118,アイダエンジニアリング,プライム,1222.0,2.26,2.95,-1.69,1.19,0.95,,,,,,,,,,,,11,A,61.73,59.89,2.26,54.87,1207.68,1180.57,1155.22,+0.80σ,0.47,2～5日下落後の陽線,強,買い,,,,1171.3,1323.4,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6118.T
2026-08-14,6005,三浦工業,プライム,3190.0,0.79,4.97,-0.31,-0.04,0.95,,,,,,,,,,,,11,A,76.69,61.14,8.26,50.69,3191.4,3203.88,3164.2,+0.11σ,0.57,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,通常,買い,,,,2940.0,3690.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6005.T
2026-08-14,6227,ＡＩメカテック,スタンダード,6470.0,3.03,-1.82,-12.57,-4.32,0.49,,,,,,,,,,,,11,A,16.3,50.32,2.03,47.42,6762.4,6746.4,4861.37,-0.37σ,0.71,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,通常,買い,,,,5496.21,8417.58,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6227.T
2026-08-14,8227,しまむら,プライム,3385.0,-0.21,-2.81,0.77,0.15,0.46,,,,,,,,,,,,10,A,47.5,39.3,-8.9,50.42,3380.08,3307.35,6226.6,-0.01σ,0.47,なし,通常,売り,,,,3504.72,3145.56,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/8227.T
2026-08-14,1814,大末建設,プライム,3715.0,1.23,-1.59,0.27,3.43,0.55,,,,,,,,,,,,10,A,67.44,55.6,7.55,58.5,3591.8,3380.47,3608.16,+1.01σ,0.5,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,通常,買い,,,,3537.11,4070.77,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/1814.T
2026-08-14,8160,木曽路,プライム,2396.0,-0.87,-0.75,-0.54,-0.91,0.89,,,,,,,,,,,,10,A,35.62,33.42,-11.8,48.32,2418.04,2345.39,2445.98,-0.63σ,0.99,陽線→陰線 / 前日高値超え反転,通常,売り,,,,2465.13,2257.73,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8160.T
2026-08-14,1801,大成建設,プライム,12990.0,0.7,2.81,-4.31,-2.9,0.53,,,,,,,,,,,,10,A,38.25,37.85,2.15,43.73,13378.0,14280.67,14935.28,-0.70σ,0.46,長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,強,買い,,,,12256.01,14457.99,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/1801.T
2026-08-14,3656,ＫＬａｂ,プライム,205.0,-0.97,-2.84,-17.34,-5.67,0.38,,,,,,,,,,,,10,A,6.78,47.36,-16.75,42.9,217.32,232.61,284.3,-0.99σ,0.69,前日高値超え反転,通常,売り,,,,231.0,153.0,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/3656.T
2026-08-14,3696,セレス,プライム,2064.0,-0.05,1.18,-0.39,-2.06,2.1,,,,,,,,,,,,10,A,46.09,21.36,-9.62,49.64,2107.44,1934.31,1880.29,-0.88σ,1.92,はらみ足,通常,売り,,,,2194.82,1802.35,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、RSIゾーン反転、出来高1.5倍以上,,https://finance.yahoo.co.jp/quote/3696.T
2026-08-14,7745,Ａ＆Ｄホロンホールディングス,プライム,2900.0,-0.55,2.44,-5.07,-1.43,0.39,,,,,,,,,,,,10,A,12.52,45.03,-12.29,48.23,2942.2,2850.47,2510.74,-0.33σ,0.37,弱気包み足,通常,売り,,,,3091.11,2517.77,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、包み足,,https://finance.yahoo.co.jp/quote/7745.T
2026-08-14,8153,モスフードサービス,プライム,3790.0,0.26,1.34,3.41,-0.18,0.69,,,,,,,,,,,,10,A,86.11,34.95,-4.17,51.93,3796.8,3719.87,4014.38,-0.12σ,0.74,なし,通常,売り,,,,3909.77,3550.46,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/8153.T
2026-08-14,4554,富士製薬工業,プライム,1849.0,0.22,1.37,-1.12,-1.34,0.45,,,,,,,,,,,,10,A,79.47,45.32,10.23,43.6,1874.12,2068.21,2034.7,-0.42σ,0.41,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,通常,買い,,,,1729.0,2089.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/4554.T
2026-08-14,4568,第一三共,プライム,2730.0,-1.44,-2.67,2.63,-0.24,0.56,,,,,,,,,,,,10,A,69.81,48.01,-1.06,51.15,2736.48,2646.79,3008.52,-0.14σ,0.62,なし,通常,売り,,,,2861.44,2467.12,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA75傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/4568.T
2026-08-14,6997,日本ケミコン,プライム,3160.0,2.6,8.97,-2.47,-3.09,0.37,,,,,,,,,,,,10,A,51.5,61.17,8.97,44.53,3260.6,3922.57,2444.28,+0.12σ,0.56,長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,通常,買い,,,,2656.24,4167.53,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6997.T
2026-08-14,7236,ティラド,プライム,1580.0,2.93,4.02,2.8,4.6,1.03,,,,,,,,,,,,10,A,93.5,72.65,17.0,59.49,1510.52,1448.07,1098.3,+2.09σ,0.58,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,通常,買い,,,,1495.94,1748.12,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7236.T
